index,left,top,right,bottom,section,line,content
0,80,155.0,1920,265.0,,,question
1,540.0,430.0,1460.0,540.0,,,option:0
2,80.0,650.0,1000.0,760.0,,,option:1
3,1000.0,650.0,1920.0,760.0,,,option:2
4,540.0,870.0,1460.0,980.0,,,option:3
