index,left,top,right,bottom,section,line,content
0,40,73.0,960,129.0,,,question
1,270.0,213.0,730.0,269.0,,,option:0
2,40.0,325.0,500.0,381.0,,,option:1
3,500.0,325.0,960.0,381.0,,,option:2
4,270.0,437.0,730.0,493.0,,,option:3
