index,left,top,right,bottom,section,line,content
0,60,109.5,1440,193.5,,,question
1,405.0,319.5,1095.0,403.5,,,option:0
2,60.0,487.5,750.0,571.5,,,option:1
3,750.0,487.5,1440.0,571.5,,,option:2
4,405.0,655.5,1095.0,739.5,,,option:3
