index,left,top,right,bottom,section,line,content
0,59.765625,109.5,70.765625,193.5,,0,“
1,70.9375,109.5,80.9375,193.5,,0,I
2,80.734375,109.5,88.734375,193.5,,0, 
3,88.75,109.5,104.75,193.5,,0,k
4,104.296875,109.5,123.296875,193.5,,0,n
5,123.21875,109.5,140.21875,193.5,,0,e
6,139.203125,109.5,163.203125,193.5,,0,w
7,163.0,109.5,171.0,193.5,,0, 
8,170.234375,109.5,186.234375,193.5,,0,v
9,186.15625,109.5,203.15625,193.5,,0,e
10,203.546875,109.5,215.546875,193.5,,0,r
11,214.84375,109.5,230.84375,193.5,,0,y
12,230.640625,109.5,238.640625,193.5,,0, 
13,238.375,109.5,246.375,193.5,,0,l
14,246.109375,109.5,254.109375,193.5,,0,i
15,253.9375,109.5,264.9375,193.5,,0,t
16,264.765625,109.5,275.765625,193.5,,0,t
17,275.5,109.5,283.5,193.5,,0,l
18,283.421875,109.5,300.421875,193.5,,0,e
19,300.21875,109.5,308.21875,193.5,,0, 
20,308.046875,109.5,325.046875,193.5,,0,a
21,325.5,109.5,343.5,193.5,,0,b
22,343.65625,109.5,361.65625,193.5,,0,o
23,361.203125,109.5,380.203125,193.5,,0,u
24,380.03125,109.5,391.03125,193.5,,0,t
25,390.828125,109.5,398.828125,193.5,,0, 
26,398.875,109.5,426.875,193.5,,0,m
27,426.171875,109.5,442.171875,193.5,,0,y
28,441.96875,109.5,449.96875,193.5,,0, 
29,450.421875,109.5,468.421875,193.5,,0,g
30,468.8125,109.5,480.8125,193.5,,0,r
31,480.046875,109.5,497.046875,193.5,,0,a
32,496.59375,109.5,515.59375,193.5,,0,n
33,516.046875,109.5,534.046875,193.5,,0,d
34,532.359375,109.5,544.359375,193.5,,0,f
35,544.1875,109.5,561.1875,193.5,,0,a
36,561.015625,109.5,572.015625,193.5,,0,t
37,571.5625,109.5,590.5625,193.5,,0,h
38,590.484375,109.5,607.484375,193.5,,0,e
39,607.875,109.5,619.875,193.5,,0,r
40,615.125,109.5,623.125,193.5,,0,","
41,622.921875,109.5,630.921875,193.5,,0, 
42,631.375,109.5,649.375,193.5,,0,b
43,648.921875,109.5,667.921875,193.5,,0,u
44,667.75,109.5,678.75,193.5,,0,t
45,678.546875,109.5,686.546875,193.5,,0, 
46,686.71875,109.5,696.71875,193.5,,0,I
47,696.515625,109.5,704.515625,193.5,,0, 
48,702.828125,109.5,714.828125,193.5,,0,f
49,714.984375,109.5,732.984375,193.5,,0,o
50,732.53125,109.5,751.53125,193.5,,0,u
51,751.078125,109.5,770.078125,193.5,,0,n
52,770.53125,109.5,788.53125,193.5,,0,d
53,788.328125,109.5,796.328125,193.5,,0, 
54,796.484375,109.5,814.484375,193.5,,0,o
55,814.03125,109.5,833.03125,193.5,,0,u
56,832.859375,109.5,843.859375,193.5,,0,t
57,843.65625,109.5,851.65625,193.5,,0, 
58,851.484375,109.5,862.484375,193.5,,0,t
59,862.03125,109.5,881.03125,193.5,,0,h
60,880.859375,109.5,897.859375,193.5,,0,a
61,897.6875,109.5,908.6875,193.5,,0,t
