participant_id,paragraph_id,aoi_id,aoi_text,word_frequency,dwell_time
l24_372,5,3,very,6.0,165
l24_372,5,4,little,5.75,465
l24_372,5,5,about,6.4,445
l24_372,5,6,my,6.57,0
l24_372,5,7,"grandfather,",4.24,128
l24_372,5,8,but,6.63,0
l24_372,5,9,I,7.09,0
l24_372,5,10,found,5.68,225
l24_372,5,11,out,6.38,0
l24_372,5,12,that,7.01,0
l24_372,5,13,he,6.69,0
l24_372,5,14,was,6.82,0
l24_372,5,15,a,7.36,142
l24_372,5,16,writer,4.69,450
l24_372,5,17,who,6.34,44
l24_372,5,18,was,6.82,0
l24_372,5,19,very,6.0,388
l24_372,5,20,"open-minded,",4.13,618
l24_372,5,21,and,7.41,0
l24_372,5,22,believed,4.75,392
l24_372,5,23,in,7.27,0
l24_372,5,24,freedom,4.86,482
l24_372,5,25,and,7.41,0
l24_372,5,26,that,7.01,0
l24_372,5,27,everyone,5.47,0
l24_372,5,28,should,5.99,309
l24_372,5,29,respect,5.03,391
l24_372,5,30,each,5.69,0
l24_372,5,31,"other,”",6.16,179
l24_372,5,32,she,6.26,0
l24_372,5,33,said.,6.01,150
l24_372,5,34,“He,6.69,0
l24_372,5,35,did,5.96,747
l24_372,5,36,a,7.36,0
l24_372,5,37,lot,5.61,248
l24_372,5,38,for,7.01,323
l24_372,5,39,the,7.73,0
l24_372,5,40,young,5.43,474
l24_372,5,41,and,7.41,0
l24_372,5,42,later,5.49,452
l24_372,5,43,traveled,4.06,640
l24_372,5,44,with,6.85,181
l24_372,5,45,his,6.51,202
l24_372,5,46,wife,5.23,278
l24_372,5,47,and,7.41,0
l24_372,5,48,two,6.1,277
l24_372,5,49,daughters.,4.28,294
l24_372,5,50,It,6.95,0
l24_372,5,51,was,6.82,157
l24_372,5,52,wonderful,4.85,471
l24_372,5,53,because,6.03,149
l24_372,5,54,I,7.09,0
l24_372,5,55,could,6.06,163
l24_372,5,56,see,6.1,197
l24_372,5,57,where,6.0,0
l24_372,5,58,my,6.57,170
l24_372,5,59,roots,4.34,458
l24_372,5,60,came,5.5,0
l24_372,5,61,from.”,6.63,261
l24_372,5,62,Like,6.41,0
l24_372,5,63,her,6.3,458
l24_372,5,64,"grandfather,",4.24,294
l24_372,5,65,Erdmann,2.12,416
l24_372,5,66,"said,",6.01,0
l24_372,5,67,she,6.26,0
l24_372,5,68,also,6.19,507
l24_372,5,69,liked,4.76,0
l24_372,5,70,culture,5.03,175
l24_372,5,71,and,7.41,157
l24_372,5,72,traveling,4.27,339
l24_372,5,73,around,5.77,0
l24_372,5,74,the,7.73,0
l24_372,5,75,world.,5.89,143
l24_372,5,76,She,6.26,188
l24_372,5,77,described,5.0,154
l24_372,5,78,herself,4.78,154
l24_372,5,79,as,6.77,145
l24_372,5,80,"open-minded,",4.13,360
l24_372,5,81,too.,5.95,0
l24_372,5,82,“What,6.38,429
l24_372,5,83,he,6.69,0
l24_372,5,84,taught,4.68,0
l24_372,5,85,his,6.51,394
l24_372,5,86,two,6.1,0
l24_372,5,87,"daughters,",4.28,168
l24_372,5,88,my,6.57,0
l24_372,5,89,mother,5.24,159
l24_372,5,90,taught,4.68,164
l24_372,5,91,me,6.48,0
l24_372,5,92,and,7.41,0
l24_372,5,93,I,7.09,192
l24_372,5,94,have,6.71,0
l24_372,5,95,then,6.07,141
l24_372,5,96,given,5.41,234
l24_372,5,97,to,7.43,0
l24_372,5,98,my,6.57,0
l24_372,5,99,"sons,”",4.5,0
l24_372,5,100,she,6.26,0
l24_372,5,101,said.,6.01,199
l24_372,5,102,Despite,5.0,293
l24_372,5,103,her,6.3,345
l24_372,5,104,joy,4.55,248
l24_372,5,105,at,6.7,0
l24_372,5,106,receiving,4.59,209
l24_372,5,107,the,7.73,0
l24_372,5,108,bottled,3.49,210
l24_372,5,109,"message,",5.0,0
l24_372,5,110,she,6.26,0
l24_372,5,111,said,6.01,184
l24_372,5,112,that,7.01,0
l24_372,5,113,she,6.26,56
l24_372,5,114,hoped,4.28,185
l24_372,5,115,others,5.42,0
l24_372,5,116,would,6.27,0
l24_372,5,117,not,6.69,138
l24_372,5,118,repeat,4.49,123
l24_372,5,119,what,6.38,0
l24_372,5,120,her,6.3,193
l24_372,5,121,grandfather,4.24,152
l24_372,5,122,had,6.33,0
l24_372,5,123,done,5.58,0
l24_372,5,124,and,7.41,176
l24_372,5,125,throw,4.83,0
l24_372,5,126,bottles,4.19,189
l24_372,5,127,with,6.85,0
l24_372,5,128,messages,4.54,0
l24_372,5,129,into,6.11,315
l24_372,5,130,the,7.73,0
l24_372,5,131,sea.,5.06,0
l24_372,5,132,"“Today,",5.55,125
l24_372,5,133,the,7.73,0
l24_372,5,134,sea,5.06,176
l24_372,5,135,is,7.07,0
l24_372,5,136,so,6.52,0
l24_372,5,137,full,5.54,190
l24_372,5,138,of,7.4,0
l24_372,5,139,so,6.52,172
l24_372,5,140,many,5.91,0
l24_372,5,141,bottles,4.19,173
l24_372,5,142,and,7.41,0
l24_372,5,143,rubbish,3.87,0
l24_372,5,144,that,7.01,177
l24_372,5,145,more,6.36,0
l24_372,5,146,shouldn't,4.82,221
l24_372,5,147,be,6.79,0
l24_372,5,148,thrown,4.4,244
l24_372,5,149,in,7.27,0
l24_372,5,150,"there,“",6.31,448
l24_372,5,151,she,6.26,0
l24_372,5,152,said.,6.01,363
l25_373,2,1,“It,6.95,192
l25_373,2,2,was,6.82,180
l25_373,2,3,very,6.0,114
l25_373,2,4,"surprising,”",4.28,121
l25_373,2,5,Angela,4.02,141
l25_373,2,6,"Erdmann,",2.12,156
l25_373,2,7,"62,",4.66,0
l25_373,2,8,"said,",6.01,152
l25_373,2,9,recalling,3.38,497
l25_373,2,10,how,6.24,121
l25_373,2,11,she,6.26,216
l25_373,2,12,found,5.68,363
l25_373,2,13,out,6.38,0
l25_373,2,14,about,6.4,103
l25_373,2,15,the,7.73,0
l25_373,2,16,bottle.,4.57,396
l25_373,2,17,“A,7.36,0
l25_373,2,18,man,5.82,146
l25_373,2,19,stood,4.57,213
l25_373,2,20,at,6.7,0
l25_373,2,21,my,6.57,123
l25_373,2,22,door,5.08,0
l25_373,2,23,and,7.41,178
l25_373,2,24,told,5.54,0
l25_373,2,25,me,6.48,66
l25_373,2,26,he,6.69,0
l25_373,2,27,had,6.33,229
l25_373,2,28,post,5.43,337
l25_373,2,29,from,6.63,153
l25_373,2,30,my,6.57,0
l25_373,2,31,grandfather.,4.24,304
l25_373,2,32,He,6.69,0
l25_373,2,33,then,6.07,212
l25_373,2,34,told,5.54,114
l25_373,2,35,me,6.48,0
l25_373,2,36,that,7.01,174
l25_373,2,37,a,7.36,0
l25_373,2,38,message,5.0,107
l25_373,2,39,in,7.27,0
l25_373,2,40,a,7.36,0
l25_373,2,41,bottle,4.57,149
l25_373,2,42,had,6.33,0
l25_373,2,43,been,6.27,157
l25_373,2,44,found,5.68,0
l25_373,2,45,and,7.41,463
l25_373,2,46,that,7.01,242
l25_373,2,47,the,7.73,190
l25_373,2,48,name,5.61,551
l25_373,2,49,that,7.01,0
l25_373,2,50,was,6.82,316
l25_373,2,51,on,6.91,0
l25_373,2,52,the,7.73,0
l25_373,2,53,card,5.04,239
l25_373,2,54,was,6.82,0
l25_373,2,55,that,7.01,213
l25_373,2,56,of,7.4,0
l25_373,2,57,my,6.57,0
l25_373,2,58,grandfather.”,4.24,304
l25_373,2,59,Her,6.3,495
l25_373,2,60,visitor,4.01,1998
l25_373,2,61,was,6.82,129
l25_373,2,62,a,7.36,133
l25_373,2,63,genealogical,3.04,608
l25_373,2,64,researcher,3.92,243
l25_373,2,65,who,6.34,403
l25_373,2,66,had,6.33,0
l25_373,2,67,managed,4.76,337
l25_373,2,68,to,7.43,0
l25_373,2,69,track,5.02,172
l25_373,2,70,her,6.3,0
l25_373,2,71,down,5.88,133
l25_373,2,72,in,7.27,0
l25_373,2,73,Berlin,4.38,300
l25_373,2,74,after,6.11,119
l25_373,2,75,the,7.73,0
l25_373,2,76,letter,4.95,379
l25_373,2,77,was,6.82,0
l25_373,2,78,given,5.41,228
l25_373,2,79,to,7.43,0
l25_373,2,80,the,7.73,148
l25_373,2,81,International,5.36,621
l25_373,2,82,Maritime,3.96,448
l25_373,2,83,Museum,4.71,0
l25_373,2,84,in,7.27,142
l25_373,2,85,the,7.73,0
l25_373,2,86,northern,4.85,137
l25_373,2,87,port,4.73,0
l25_373,2,88,city,5.61,0
l25_373,2,89,of,7.4,303
l25_373,2,90,Hamburg.,3.62,229
l26_375,1,1,Angela,4.02,362
l26_375,1,2,Erdmann,2.12,631
l26_375,1,3,never,5.91,166
l26_375,1,4,knew,5.2,527
l26_375,1,5,her,6.3,214
l26_375,1,6,grandfather.,4.24,770
l26_375,1,7,He,6.69,0
l26_375,1,8,died,5.2,658
l26_375,1,9,in,7.27,200
l26_375,1,10,"1946,",4.11,1224
l26_375,1,11,six,5.29,0
l26_375,1,12,years,5.96,554
l26_375,1,13,before,5.93,156
l26_375,1,14,she,6.26,451
l26_375,1,15,was,6.82,0
l26_375,1,16,born.,5.09,994
l26_375,1,17,"But,",6.63,138
l26_375,1,18,on,6.91,0
l26_375,1,19,Tuesday,4.63,1295
l26_375,1,20,8th,4.24,464
l26_375,1,21,"April,",5.19,458
l26_375,1,22,"2014,",4.67,425
l26_375,1,23,she,6.26,0
l26_375,1,24,described,5.0,442
l26_375,1,25,the,7.73,0
l26_375,1,26,extraordinary,4.36,720
l26_375,1,27,moment,5.24,171
l26_375,1,28,when,6.37,200
l26_375,1,29,she,6.26,0
l26_375,1,30,received,5.16,799
l26_375,1,31,a,7.36,139
l26_375,1,32,message,5.0,317
l26_375,1,33,in,7.27,0
l26_375,1,34,a,7.36,0
l26_375,1,35,"bottle,",4.57,594
l26_375,1,36,101,3.74,124
l26_375,1,37,years,5.96,211
l26_375,1,38,after,6.11,139
l26_375,1,39,he,6.69,189
l26_375,1,40,had,6.33,202
l26_375,1,41,lobbed,2.39,349
l26_375,1,42,it,6.95,357
l26_375,1,43,into,6.11,228
l26_375,1,44,the,7.73,337
l26_375,1,45,Baltic,3.57,129
l26_375,1,46,Sea.,5.06,247
l26_375,1,47,Thought,5.59,338
l26_375,1,48,to,7.43,365
l26_375,1,49,be,6.79,312
l26_375,1,50,the,7.73,482
l26_375,1,51,world's,4.61,0
l26_375,1,52,oldest,4.24,233
l26_375,1,53,message,5.0,204
l26_375,1,54,in,7.27,0
l26_375,1,55,a,7.36,0
l26_375,1,56,"bottle,",4.57,170
l26_375,1,57,it,6.95,0
l26_375,1,58,was,6.82,146
l26_375,1,59,presented,4.75,495
l26_375,1,60,to,7.43,0
l26_375,1,61,Erdmann,2.12,368
l26_375,1,62,by,6.66,0
l26_375,1,63,the,7.73,336
l26_375,1,64,museum,4.71,0
l26_375,1,65,that,7.01,236
l26_375,1,66,is,7.07,252
l26_375,1,67,now,6.18,451
l26_375,1,68,exhibiting,3.4,176
l26_375,1,69,it,6.95,0
l26_375,1,70,in,7.27,0
l26_375,1,71,Germany.,4.9,289
l27_378,4,1,Researchers,4.39,271
l27_378,4,2,believe,5.51,326
l27_378,4,3,Erdmann's,0.0,729
l27_378,4,4,"grandfather,",4.24,431
l27_378,4,5,Richard,4.79,577
l27_378,4,6,"Platz,",2.39,550
l27_378,4,7,threw,4.46,180
l27_378,4,8,the,7.73,177
l27_378,4,9,bottle,4.57,396
l27_378,4,10,in,7.27,0
l27_378,4,11,the,7.73,259
l27_378,4,12,sea,5.06,246
l27_378,4,13,while,5.86,116
l27_378,4,14,on,6.91,0
l27_378,4,15,a,7.36,0
l27_378,4,16,hike,3.95,0
l27_378,4,17,with,6.85,490
l27_378,4,18,a,7.36,0
l27_378,4,19,nature,4.98,875
l27_378,4,20,appreciation,4.12,303
l27_378,4,21,group,5.57,312
l27_378,4,22,in,7.27,148
l27_378,4,23,1913.,3.84,286
l27_378,4,24,He,6.69,111
l27_378,4,25,was,6.82,177
l27_378,4,26,20,5.08,325
l27_378,4,27,years,5.96,562
l27_378,4,28,old,5.75,209
l27_378,4,29,at,6.7,179
l27_378,4,30,the,7.73,360
l27_378,4,31,time.,6.29,117
l27_378,4,32,Much,6.0,233
l27_378,4,33,of,7.4,0
l27_378,4,34,the,7.73,0
l27_378,4,35,postcard,3.44,519
l27_378,4,36,was,6.82,196
l27_378,4,37,"indecipherable,",2.24,2098
l27_378,4,38,although,5.3,2540
l27_378,4,39,the,7.73,372
l27_378,4,40,address,4.91,1230
l27_378,4,41,in,7.27,238
l27_378,4,42,Berlin,4.38,257
l27_378,4,43,on,6.91,193
l27_378,4,44,the,7.73,0
l27_378,4,45,front,5.28,284
l27_378,4,46,of,7.4,149
l27_378,4,47,the,7.73,0
l27_378,4,48,card,5.04,239
l27_378,4,49,was,6.82,0
l27_378,4,50,"legible,",2.8,377
l27_378,4,51,as,6.77,315
l27_378,4,52,was,6.82,343
l27_378,4,53,the,7.73,498
l27_378,4,54,author's,3.43,1255
l27_378,4,55,polite,3.92,458
l27_378,4,56,request,4.76,0
l27_378,4,57,that,7.01,284
l27_378,4,58,the,7.73,0
l27_378,4,59,note,5.04,722
l27_378,4,60,be,6.79,0
l27_378,4,61,sent,5.16,1255
l27_378,4,62,by,6.66,441
l27_378,4,63,the,7.73,0
l27_378,4,64,finder,3.28,928
l27_378,4,65,to,7.43,199
l27_378,4,66,his,6.51,216
l27_378,4,67,home,5.81,0
l27_378,4,68,address.,4.91,209
l27_378,4,69,“He,6.69,230
l27_378,4,70,also,6.19,143
l27_378,4,71,included,5.03,540
l27_378,4,72,two,6.1,0
l27_378,4,73,stamps,3.91,600
l27_378,4,74,from,6.63,347
l27_378,4,75,that,7.01,432
l27_378,4,76,time,6.29,473
l27_378,4,77,that,7.01,359
l27_378,4,78,were,6.34,257
l27_378,4,79,also,6.19,344
l27_378,4,80,in,7.27,0
l27_378,4,81,the,7.73,439
l27_378,4,82,"bottle,",4.57,279
l27_378,4,83,so,6.52,150
l27_378,4,84,the,7.73,147
l27_378,4,85,finder,3.28,0
l27_378,4,86,would,6.27,538
l27_378,4,87,not,6.69,367
l27_378,4,88,incur,3.3,163
l27_378,4,89,a,7.36,0
l27_378,4,90,"cost,”",5.24,559
l27_378,4,91,Erdmann,2.12,975
l27_378,4,92,said.,6.01,272
l27_378,4,93,“But,6.63,594
l27_378,4,94,he,6.69,0
l27_378,4,95,did,5.96,882
l27_378,4,96,not,6.69,324
l27_378,4,97,think,6.08,436
l27_378,4,98,it,6.95,149
l27_378,4,99,would,6.27,849
l27_378,4,100,take,5.92,498
l27_378,4,101,101,3.74,223
l27_378,4,102,years.”,5.96,0
l27_378,4,103,She,6.26,0
l27_378,4,104,said,6.01,279
l27_378,4,105,she,6.26,180
l27_378,4,106,was,6.82,140
l27_378,4,107,moved,5.01,64
l27_378,4,108,by,6.66,130
l27_378,4,109,the,7.73,140
l27_378,4,110,arrival,4.44,298
l27_378,4,111,of,7.4,0
l27_378,4,112,the,7.73,341
l27_378,4,113,"message,",5.0,364
l27_378,4,114,although,5.3,149
l27_378,4,115,she,6.26,179
l27_378,4,116,had,6.33,142
l27_378,4,117,not,6.69,167
l27_378,4,118,known,5.39,72
l27_378,4,119,her,6.3,0
l27_378,4,120,grandfather,4.24,117
l27_378,4,121,because,6.03,177
l27_378,4,122,he,6.69,146
l27_378,4,123,"died,",5.2,519
l27_378,4,124,at,6.7,140
l27_378,4,125,the,7.73,171
l27_378,4,126,age,5.32,415
l27_378,4,127,of,7.4,216
l27_378,4,128,"54,",4.73,314
l27_378,4,129,six,5.29,168
l27_378,4,130,years,5.96,374
l27_378,4,131,before,5.93,321
l27_378,4,132,she,6.26,642
l27_378,4,133,was,6.82,0
l27_378,4,134,born.,5.09,0
l28_380,6,1,The,7.73,196
l28_380,6,2,message,5.0,0
l28_380,6,3,and,7.41,191
l28_380,6,4,the,7.73,0
l28_380,6,5,bottle,4.57,0
l28_380,6,6,will,6.45,186
l28_380,6,7,be,6.79,0
l28_380,6,8,on,6.91,0
l28_380,6,9,display,4.63,196
l28_380,6,10,at,6.7,0
l28_380,6,11,Hamburg's,1.99,161
l28_380,6,12,Maritime,3.96,0
l28_380,6,13,Museum,4.71,255
l28_380,6,14,until,5.61,0
l28_380,6,15,the,7.73,290
l28_380,6,16,beginning,5.0,73
l28_380,6,17,of,7.4,0
l28_380,6,18,May,5.98,750
l28_380,6,19,"2014,",4.67,204
l28_380,6,20,after,6.11,262
l28_380,6,21,which,6.3,164
l28_380,6,22,experts,4.52,269
l28_380,6,23,will,6.45,0
l28_380,6,24,attempt,4.85,305
l28_380,6,25,to,7.43,0
l28_380,6,26,decipher,3.14,0
l28_380,6,27,the,7.73,0
l28_380,6,28,rest,5.23,0
l28_380,6,29,of,7.4,175
l28_380,6,30,the,7.73,0
l28_380,6,31,text.,5.01,598
l28_380,6,32,It,6.95,0
l28_380,6,33,is,7.07,242
l28_380,6,34,not,6.69,0
l28_380,6,35,clear,5.25,0
l28_380,6,36,what,6.38,193
l28_380,6,37,will,6.45,114
l28_380,6,38,then,6.07,0
l28_380,6,39,happen,5.19,0
l28_380,6,40,to,7.43,0
l28_380,6,41,the,7.73,250
l28_380,6,42,"bottle,",4.57,0
l28_380,6,43,but,6.63,0
l28_380,6,44,Erdmann,2.12,573
l28_380,6,45,hopes,4.4,670
l28_380,6,46,it,6.95,0
l28_380,6,47,will,6.45,298
l28_380,6,48,stay,5.33,181
l28_380,6,49,at,6.7,0
l28_380,6,50,the,7.73,250
l28_380,6,51,museum.,4.71,0
l28_380,6,52,“We,6.54,0
l28_380,6,53,want,6.04,124
l28_380,6,54,to,7.43,0
l28_380,6,55,make,6.08,220
l28_380,6,56,a,7.36,204
l28_380,6,57,few,5.6,278
l28_380,6,58,photos,4.83,0
l28_380,6,59,available,5.28,722
l28_380,6,60,to,7.43,0
l28_380,6,61,put,5.66,462
l28_380,6,62,with,6.85,0
l28_380,6,63,the,7.73,184
l28_380,6,64,bottle,4.57,203
l28_380,6,65,and,7.41,0
l28_380,6,66,give,5.71,0
l28_380,6,67,it,6.95,259
l28_380,6,68,a,7.36,0
l28_380,6,69,"face,",5.45,529
l28_380,6,70,so,6.52,0
l28_380,6,71,visitors,4.49,322
l28_380,6,72,can,6.46,356
l28_380,6,73,see,6.1,0
l28_380,6,74,the,7.73,0
l28_380,6,75,young,5.43,0
l28_380,6,76,man,5.82,269
l28_380,6,77,who,6.34,0
l28_380,6,78,threw,4.46,95
l28_380,6,79,the,7.73,0
l28_380,6,80,bottle,4.57,168
l28_380,6,81,into,6.11,0
l28_380,6,82,the,7.73,0
l28_380,6,83,"water,”",5.52,150
l28_380,6,84,she,6.26,0
l28_380,6,85,said.,6.01,105
l29_454,3,1,The,7.73,153
l29_454,3,2,brown,5.01,1198
l29_454,3,3,beer,4.7,158
l29_454,3,4,"bottle,",4.57,267
l29_454,3,5,which,6.3,0
l29_454,3,6,had,6.33,0
l29_454,3,7,been,6.27,651
l29_454,3,8,in,7.27,119
l29_454,3,9,the,7.73,0
l29_454,3,10,water,5.52,636
l29_454,3,11,for,7.01,129
l29_454,3,12,101,3.74,447
l29_454,3,13,"years,",5.96,106
l29_454,3,14,was,6.82,183
l29_454,3,15,found,5.68,1100
l29_454,3,16,in,7.27,120
l29_454,3,17,the,7.73,200
l29_454,3,18,catch,4.87,734
l29_454,3,19,of,7.4,0
l29_454,3,20,Konrad,2.85,1362
l29_454,3,21,"Fischer,",3.52,1225
l29_454,3,22,a,7.36,0
l29_454,3,23,"fisherman,",3.49,331
l29_454,3,24,who,6.34,220
l29_454,3,25,had,6.33,0
l29_454,3,26,been,6.27,248
l29_454,3,27,out,6.38,710
l29_454,3,28,in,7.27,0
l29_454,3,29,the,7.73,183
l29_454,3,30,Baltic,3.57,734
l29_454,3,31,Sea,5.06,203
l29_454,3,32,off,5.93,469
l29_454,3,33,the,7.73,0
l29_454,3,34,northern,4.85,1043
l29_454,3,35,city,5.61,292
l29_454,3,36,of,7.4,757
l29_454,3,37,Kiel.,2.82,98
l29_454,3,38,Holger,2.6,1562
l29_454,3,39,von,4.17,630
l29_454,3,40,"Neuhoff,",1.23,235
l29_454,3,41,curator,3.55,589
l29_454,3,42,for,7.01,375
l29_454,3,43,ocean,4.7,231
l29_454,3,44,and,7.41,169
l29_454,3,45,science,5.12,274
l29_454,3,46,at,6.7,203
l29_454,3,47,the,7.73,215
l29_454,3,48,"museum,",4.71,77
l29_454,3,49,said,6.01,245
l29_454,3,50,this,6.82,478
l29_454,3,51,bottled,3.49,512
l29_454,3,52,message,5.0,354
l29_454,3,53,was,6.82,0
l29_454,3,54,the,7.73,269
l29_454,3,55,oldest,4.24,555
l29_454,3,56,he,6.69,0
l29_454,3,57,had,6.33,235
l29_454,3,58,come,5.78,376
l29_454,3,59,across.,5.25,63
l29_454,3,60,“There,6.31,564
l29_454,3,61,are,6.74,270
l29_454,3,62,documents,4.64,535
l29_454,3,63,that,7.01,421
l29_454,3,64,have,6.71,217
l29_454,3,65,been,6.27,687
l29_454,3,66,found,5.68,366
l29_454,3,67,without,5.69,1452
l29_454,3,68,the,7.73,368
l29_454,3,69,bottle,4.57,0
l29_454,3,70,that,7.01,679
l29_454,3,71,are,6.74,669
l29_454,3,72,older,4.92,666
l29_454,3,73,and,7.41,743
l29_454,3,74,are,6.74,528
l29_454,3,75,in,7.27,339
l29_454,3,76,the,7.73,0
l29_454,3,77,"museum,”",4.71,196
l29_454,3,78,he,6.69,0
l29_454,3,79,said.,6.01,424
l29_454,3,80,"“But,",6.63,800
l29_454,3,81,with,6.85,885
l29_454,3,82,the,7.73,309
l29_454,3,83,bottle,4.57,1208
l29_454,3,84,and,7.41,865
l29_454,3,85,the,7.73,184
l29_454,3,86,"document,",4.5,1020
l29_454,3,87,this,6.82,152
l29_454,3,88,is,7.07,0
l29_454,3,89,certainly,5.0,630
l29_454,3,90,the,7.73,141
l29_454,3,91,oldest,4.24,685
l29_454,3,92,at,6.7,225
l29_454,3,93,the,7.73,177
l29_454,3,94,moment.,5.24,297
l29_454,3,95,It,6.95,509
l29_454,3,96,is,7.07,1094
l29_454,3,97,in,7.27,107
l29_454,3,98,extremely,4.79,540
l29_454,3,99,good,6.12,208
l29_454,3,100,condition.”,4.86,0
l2_324,1,1,Angela,4.02,195
l2_324,1,2,Erdmann,2.12,0
l2_324,1,3,never,5.91,66
l2_324,1,4,knew,5.2,0
l2_324,1,5,her,6.3,0
l2_324,1,6,grandfather.,4.24,157
l2_324,1,7,He,6.69,0
l2_324,1,8,died,5.2,0
l2_324,1,9,in,7.27,0
l2_324,1,10,"1946,",4.11,375
l2_324,1,11,six,5.29,0
l2_324,1,12,years,5.96,0
l2_324,1,13,before,5.93,57
l2_324,1,14,she,6.26,0
l2_324,1,15,was,6.82,0
l2_324,1,16,born.,5.09,88
l2_324,1,17,"But,",6.63,0
l2_324,1,18,on,6.91,0
l2_324,1,19,Tuesday,4.63,0
l2_324,1,20,8th,4.24,0
l2_324,1,21,"April,",5.19,375
l2_324,1,22,"2014,",4.67,209
l2_324,1,23,she,6.26,0
l2_324,1,24,described,5.0,172
l2_324,1,25,the,7.73,0
l2_324,1,26,extraordinary,4.36,145
l2_324,1,27,moment,5.24,0
l2_324,1,28,when,6.37,0
l2_324,1,29,she,6.26,69
l2_324,1,30,received,5.16,0
l2_324,1,31,a,7.36,105
l2_324,1,32,message,5.0,0
l2_324,1,33,in,7.27,0
l2_324,1,34,a,7.36,0
l2_324,1,35,"bottle,",4.57,523
l2_324,1,36,101,3.74,0
l2_324,1,37,years,5.96,595
l2_324,1,38,after,6.11,165
l2_324,1,39,he,6.69,0
l2_324,1,40,had,6.33,208
l2_324,1,41,lobbed,2.39,0
l2_324,1,42,it,6.95,0
l2_324,1,43,into,6.11,170
l2_324,1,44,the,7.73,0
l2_324,1,45,Baltic,3.57,80
l2_324,1,46,Sea.,5.06,0
l2_324,1,47,Thought,5.59,0
l2_324,1,48,to,7.43,294
l2_324,1,49,be,6.79,41
l2_324,1,50,the,7.73,0
l2_324,1,51,world's,4.61,0
l2_324,1,52,oldest,4.24,0
l2_324,1,53,message,5.0,299
l2_324,1,54,in,7.27,0
l2_324,1,55,a,7.36,0
l2_324,1,56,"bottle,",4.57,0
l2_324,1,57,it,6.95,0
l2_324,1,58,was,6.82,0
l2_324,1,59,presented,4.75,201
l2_324,1,60,to,7.43,0
l2_324,1,61,Erdmann,2.12,782
l2_324,1,62,by,6.66,0
l2_324,1,63,the,7.73,272
l2_324,1,64,museum,4.71,127
l2_324,1,65,that,7.01,0
l2_324,1,66,is,7.07,0
l2_324,1,67,now,6.18,0
l2_324,1,68,exhibiting,3.4,222
l2_324,1,69,it,6.95,0
l2_324,1,70,in,7.27,0
l2_324,1,71,Germany.,4.9,255
l30_386,5,1,“I,7.09,203
l30_386,5,2,knew,5.2,149
l30_386,5,3,very,6.0,0
l30_386,5,4,little,5.75,121
l30_386,5,5,about,6.4,132
l30_386,5,6,my,6.57,0
l30_386,5,7,"grandfather,",4.24,367
l30_386,5,8,but,6.63,0
l30_386,5,9,I,7.09,0
l30_386,5,10,found,5.68,231
l30_386,5,11,out,6.38,0
l30_386,5,12,that,7.01,196
l30_386,5,13,he,6.69,0
l30_386,5,14,was,6.82,160
l30_386,5,15,a,7.36,0
l30_386,5,16,writer,4.69,0
l30_386,5,17,who,6.34,0
l30_386,5,18,was,6.82,126
l30_386,5,19,very,6.0,103
l30_386,5,20,"open-minded,",4.13,689
l30_386,5,21,and,7.41,59
l30_386,5,22,believed,4.75,322
l30_386,5,23,in,7.27,0
l30_386,5,24,freedom,4.86,261
l30_386,5,25,and,7.41,0
l30_386,5,26,that,7.01,0
l30_386,5,27,everyone,5.47,503
l30_386,5,28,should,5.99,0
l30_386,5,29,respect,5.03,265
l30_386,5,30,each,5.69,157
l30_386,5,31,"other,”",6.16,0
l30_386,5,32,she,6.26,0
l30_386,5,33,said.,6.01,281
l30_386,5,34,“He,6.69,0
l30_386,5,35,did,5.96,159
l30_386,5,36,a,7.36,0
l30_386,5,37,lot,5.61,0
l30_386,5,38,for,7.01,69
l30_386,5,39,the,7.73,157
l30_386,5,40,young,5.43,0
l30_386,5,41,and,7.41,0
l30_386,5,42,later,5.49,303
l30_386,5,43,traveled,4.06,160
l30_386,5,44,with,6.85,0
l30_386,5,45,his,6.51,215
l30_386,5,46,wife,5.23,221
l30_386,5,47,and,7.41,0
l30_386,5,48,two,6.1,0
l30_386,5,49,daughters.,4.28,161
l30_386,5,50,It,6.95,0
l30_386,5,51,was,6.82,113
l30_386,5,52,wonderful,4.85,126
l30_386,5,53,because,6.03,209
l30_386,5,54,I,7.09,0
l30_386,5,55,could,6.06,0
l30_386,5,56,see,6.1,162
l30_386,5,57,where,6.0,0
l30_386,5,58,my,6.57,0
l30_386,5,59,roots,4.34,182
l30_386,5,60,came,5.5,0
l30_386,5,61,from.”,6.63,0
l30_386,5,62,Like,6.41,136
l30_386,5,63,her,6.3,0
l30_386,5,64,"grandfather,",4.24,157
l30_386,5,65,Erdmann,2.12,217
l30_386,5,66,"said,",6.01,0
l30_386,5,67,she,6.26,0
l30_386,5,68,also,6.19,251
l30_386,5,69,liked,4.76,92
l30_386,5,70,culture,5.03,122
l30_386,5,71,and,7.41,0
l30_386,5,72,traveling,4.27,276
l30_386,5,73,around,5.77,0
l30_386,5,74,the,7.73,0
l30_386,5,75,world.,5.89,0
l30_386,5,76,She,6.26,0
l30_386,5,77,described,5.0,192
l30_386,5,78,herself,4.78,0
l30_386,5,79,as,6.77,116
l30_386,5,80,"open-minded,",4.13,107
l30_386,5,81,too.,5.95,126
l30_386,5,82,“What,6.38,262
l30_386,5,83,he,6.69,0
l30_386,5,84,taught,4.68,324
